timestamp_TW,uuid,ucid,upid,problem_number,exercise_problem_repeat_session,is_correct,total_sec_taken,total_attempt_cnt,used_hint_cnt,points,badges_cnt,is_self_coach,has_student_cnt,belongs_to_class_cnt,difficulty,learning_stage,cheating
2019-06-04 16:30:00+00:00,9xW0XsbSPund2tIocdgCJVcZx8LFMQ1NL4PHg+9FgJc=,HxDSyyUmHERWpro0B8nEQFWH/E461CuZXM5F7LpOHO4=,BrO277mWhFfYGUBCzM8JXfSOfZ/1hrfITPHIKy0ner8=,17,2,FALSE,5,6,2,142894,57,FALSE,0,1,hard,elementary,0
2019-06-11 21:00:00+00:00,NnAK+0gzn7i47HLQZ9tHIALdOS/y2D9LatAt6JPzjF4=,T4SwgJk2xgBpvWW0/NYmhl9u5jm63dwg1Q39k1pLrWw=,dgmZU1fI554d5afBtM7yzM3WpCiuMeOC6iouL4Eb4o0=,26,2,TRUE,21,1,0,315736,44,FALSE,0,1,easy,elementary,0
2019-05-23 16:30:00+00:00,Jhfk96GsMQBVbX2gC55gVqgx4FjzCnuj+QxlfbYQ8og=,ViIxd7sl/Dp2C0nC24swu3Cm5o8UkaEMgyMuUp7pq0g=,fJb3hPTjArQNYdIjCgUF7SFnIZ/BXP2lN9qVfZchQ+w=,2,1,TRUE,46,1,0,38898,5,FALSE,0,1,easy,elementary,0
2019-05-24 14:15:00+00:00,AG3W9D9sXVMnbmqCIQusuoBnpflcu4Wo//xPMCx6wBY=,jXZ8uCJJ9uMd1vX/0Uyac0KK34c6zOc1OVgU0mDONk8=,G0Il7ji78+VrVNKb1sw0NhW4ExEzrNV+RVxaLqkrFos=,3,1,TRUE,9,1,0,10575,1,FALSE,0,1,easy,elementary,1
2019-05-09 14:45:00+00:00,y7oYLs2b0M68ZALmTGg1WVAx9TuFTeAhO+8S5UVdPqM=,v82Gd4uP/xcTasSq+nvw7cWkEDEigud4yXgwp4hOh2I=,P1fVW4rLR9ZtPhW/ZivAXoG15Cyrt2JeeQlpMHer/V0=,2,1,TRUE,23,1,0,789771,30,FALSE,0,1,easy,junior,0
2019-06-10 18:00:00+00:00,keQdyv3PZrX7SSEEsKchR/Ml0kCl8EkZ1SHNF3QRG24=,eeZVLiOU7OQMzmiBBpfdNeiopHtz9V4xk1B4/c7f4ok=,hG78hnBtELtErnS+qGAnJ0WU14zdIJmK6pgHDtG1rCs=,23,3,TRUE,11,1,0,41948,4,FALSE,0,0,easy,elementary,1
2019-05-14 16:15:00+00:00,dRVxub0aT+F+lO7oXy549bcnjxl+AXrcezd2YqKh9vM=,i63OzZpTkqfe5ND+D9DAeVXqzKrB/7OasjU2PnkdHfs=,zkCM/LI6vjw++SXeVK+NJjLPybAsxz9O2U5hXnaJS5M=,16,2,TRUE,3,1,0,90000,22,FALSE,0,1,easy,elementary,1
2019-06-02 11:45:00+00:00,j+gA8aKtfAqWM3oEEpBqs6c19i0CoXuA3i1Zj3f6lx0=,r+zxAQRiz0ZWhEixJ4ZiWlG2jDpl2qTa2mJ5ZnrVXA8=,QZ7mB8eeUe+nAPx52fs7o+ob+wjInwlZi2G5Di7yezY=,1,1,TRUE,47,1,0,428533,37,FALSE,2,1,easy,elementary,0
2019-05-10 12:45:00+00:00,/J3yO1MYbbA8lsjwc/3gLl4XerpjnVmZSS9BXFID4l4=,x0Zcc+adPkTZK1q07Cmus67A43gQ4+u6simGbY7U40I=,642WK0VGU5snD0m2TvdDnAhhcSg2nzNx1SQZA94H+8U=,9,1,TRUE,146,1,0,953624,44,FALSE,0,2,easy,elementary,0
2019-05-14 17:00:00+00:00,5vy1U+bA+NsCzbPAxSs4hW8xmQf7b7B9dMnkaAZC2yw=,+g5YlvjiVYzjFfpMkHEGCty7PGcKRuuCVDY/g8dzoD0=,eStRNI0ZJPPqCjG5YEcKAyDNfUsKdQ+KId68GHWcbW8=,33,2,TRUE,28,1,0,258352,45,FALSE,0,1,hard,elementary,0
2019-05-20 10:30:00+00:00,Crz3EqAEfgZXlb+OQO2clSg9JFVfMq2pfpybNR+pnr4=,TwyqyV1uJYlDAX8wX/PtTCVZEBo/APIVfTzzleGkNCQ=,eCJpcf9yaeeMxmgp1Md76pkxKfXYRRyt63PVs0FI0VQ=,93,6,TRUE,19,1,0,235009,57,FALSE,0,0,easy,elementary,0
2019-05-17 14:00:00+00:00,DVmeEAizqRQ6Hs7soPf1twr0d2mGTAG8G1FL4Jcee6Q=,ZOO50WfENqtWGe4uBkJcqW4nppgtuJKCAoqx34z8eOw=,G/pwEb16OD8NK6TAU3wUAC/cHRqSPpKazROy3ljsvjc=,5,1,TRUE,10,1,0,129274,28,FALSE,0,1,easy,elementary,0
2019-06-04 19:00:00+00:00,udV9QwAqTFQ3cgvnSeT/c2u74a3jgXR+LdKvvS+HsZQ=,CEQr505iIq/1Tu39ojlsHXf7Y+jMalnhWU126UWdgyI=,GrXGk84BQS02c92WgqpDidKUOktc7x1h1bUhJ/6rOuY=,196,10,TRUE,3,1,0,482096,221,FALSE,0,2,easy,junior,0
2019-06-03 19:45:00+00:00,kX50rUDhbcGTJJ96ZYVaJQd6O8Tl9ElMYZD1eUbBK5E=,/4h6DuvZuZzr028oR886m6kpiLYuUSmpr9v3ITNTgiY=,VV+abnrVAUCYb87CMVm6fiNcUtiQk59eRW9zctu6RUM=,13,1,FALSE,22,3,3,131927,9,FALSE,0,2,easy,elementary,1
2019-06-04 16:45:00+00:00,bYbEHbRP0zvKyP6XqeNy8K+qYiLIN0ZXM2uljGIL5B4=,DmF26Iww/ia0ys9by6NpVRp+OxwD5keuuqZ+CbR56FA=,wmIdIOsg3WWMrI4CNUdLyyLPx/6XW3lX6VBMqXKOKqI=,3,1,FALSE,5,1,2,73383,31,FALSE,0,1,easy,junior,0
2019-05-26 15:00:00+00:00,k6YtCl4rQ61rzIocDyLjbcERo/NtNMaW5wVBfKJNq8E=,kWC7tp+Ms6zrg+kHdqOvEhUdKpT4PZOSEDZvFE9v2sE=,TvTvMi0zKvL4ci8sNjK9JZYlCNdFEEHy6BOvBMJvBDg=,3,1,TRUE,18,1,0,119206,20,FALSE,0,1,easy,elementary,0
2019-05-08 10:00:00+00:00,rsPQmW6pekv9Y8AblzKLUf0SONeyOTKzG3kSmTUy+EQ=,jpb1rgDXjbe7vvSvZzIoPtn6mVIKPxauQ1QVTvzkAdw=,fJsMgDQb5sBsMeBW2sB47a44y+eEKcm4X2KN7FKbeXQ=,26,3,TRUE,36,1,0,226462,38,FALSE,0,2,normal,elementary,1
2019-05-18 20:45:00+00:00,l/2/KRt1IPbKRfWQc/Ht9keDNGlAz2mPa/UQYGsITWQ=,fwR0w0LLlf3OriHwW2vIK3RiKD8gRLRfHC1T6kQhG0g=,m8jCkWB87L+lRuhK63RBeQg3+QwDqK+v06yuMaZABFQ=,3,1,TRUE,8,1,0,432668,44,FALSE,0,1,easy,elementary,1
2019-05-02 16:45:00+00:00,dmARzfB7vK92+/DoWYWAIs02qVsT6Njh+nhy2TmF+QQ=,n+b0VzjA7b3kgqw8iXzwX0yTpYwNRczONSV0z2jNGtg=,1YDkbaAXvrjRxihdIZGaKc3BZs3DYVNLpiAI3q7TyJE=,5,1,TRUE,14,1,0,167390,20,FALSE,0,1,easy,elementary,1
2019-05-16 17:00:00+00:00,PYUxLsPoIIhjmk62uBBZPtnB35QQ+iBxGMYo61yyU10=,Tv3/IjfXLL+U2dQgk/cOyfc1mgU2vm2D/yM43RtFshA=,6QpBaMjH4j032XYwAf//2rkZqubwBC6NQrCEwlYhEjM=,16,1,TRUE,34,1,0,148239,41,FALSE,0,2,easy,elementary,0
2019-06-05 17:30:00+00:00,GCmN+pZ8SoqQcKwoGyzCrAH2uxx/TxJOwZmQ3WdKQcQ=,XG1pV3YZ4tnQkmvmVbwNYnm01m9sRhZovPW1qTPIGYI=,a2uFXIdq1j5bQ3CQ1lOm6aOj9NnxPsODhqcszR90X+k=,1,1,TRUE,13,1,0,129484,23,FALSE,0,1,normal,junior,1
2019-05-21 19:00:00+00:00,14R/XHwdWpvJK4EkHn4IG3QyelxZOLrKpJZ1SqNcInM=,yNZkf4iG5MD4X39lSv9FyBiCLLRauEz4BYFx+p8XxvQ=,esF8hGtVsKs+ocEdAbwYd5Ej3KTV2U0VUy1KP66xkeo=,2,1,TRUE,41,1,0,534630,54,FALSE,0,1,normal,junior,0
2019-05-15 19:45:00+00:00,qv9b45xkzDPz5HRAWYsZICyTLrQkfj0e5EB4OgGuXGI=,dp0m1kS6Bygoksx9S/gkBqTcWPoglbf1HT3Ma3U3N8U=,8G0wEKLu7045Fq4wXRa8AYT9eQmSmLVKd2OLbrlqAz4=,5,1,TRUE,27,1,0,51271,7,FALSE,0,1,easy,elementary,0
2019-06-10 17:30:00+00:00,il2r++Iw7XP6kKfZ4SB2Z/6mWLWA0cgB3RGebWAuFDg=,czwYNtatxXTkGd58zAmjHhwFS0+fjoCGpWJdrG2FPJ0=,8USXXPTD2/dA1Nqn9554c4L4P5t9TKmRAxX/i1Y9F7U=,2,1,FALSE,75,4,1,221484,28,FALSE,0,1,hard,junior,1
2019-06-10 11:45:00+00:00,HoQgmzU6pnnrFhxaETDi+B4DV0oW59J5zEKJqbaQfdA=,8k9UdKViQ2bczWr7yGZpegN088XEN6uGJi0UI+kr5vU=,CE2m9Shl0rRSF9m0phuHGzzpn5Ga8H628OAA2hOvEVk=,1,1,TRUE,37,1,0,11085,1,FALSE,0,0,easy,elementary,0
2019-06-02 15:00:00+00:00,k0z1TNXfaS5fHLblHALbyA4Vyo/suwAs7Kg0nY30ri4=,M+UxJPgRIW57a0YS3eik8A9YDj+AwaMpTa5yWYn/kAw=,Z9XOnt9IRvS7kmnHHlATjLIof/yEODCIOpdfsDBJUYs=,8,1,TRUE,17,1,0,36419,5,FALSE,0,2,easy,elementary,0
2019-06-01 16:00:00+00:00,ocqWt1Wbfllminr31UPQeC7JaqC7/2vvs4KRyHop77k=,fE04LEEwnBo+HjQx10Ikc5iW8dGBbjfZuxqEt31yeaA=,gtGR92FuIwgxsUz6IqZr120eXOVhOTsV3NyYar9JGCs=,8,1,FALSE,60,2,0,400008,44,FALSE,0,1,normal,junior,0
2019-06-04 16:15:00+00:00,IqHGS90Z59QImIkuigOyyf2Eg4hKekq4viGxvLaHFTk=,p+V3ts2UBQGzYvv9/LDQ9GAAN0r830ex3/6G7l5Drtg=,K3fgppkdUGNj1AiDqebb+pZ+mh8sfuiC9k8UoQa8vpE=,5,1,FALSE,38,11,2,296767,77,FALSE,0,2,normal,elementary,1
2019-06-03 08:30:00+00:00,Sm9J6KwCCXQhQeX/lUUkwihw2cl3nZPv0hiWia2eJTk=,Ii5Cz6tdyODxCCa3TBksmL6H1pZRzQQ8oFfvyTRO+pA=,b1fL/U+OXHGs+IrIt0iO55JcJJeKdoBafyLnuTSM/Bc=,1,1,FALSE,54,2,2,347678,59,FALSE,0,1,normal,elementary,0
2019-06-11 09:15:00+00:00,bT1XU0x2IrnfL0QKH15ZyRDBL/MgAMgVgSkcmJYEHlM=,LrwnPq9m+L8jrO/2MgLsR7Yno06Qevd9IkZhsoY7DfY=,Ut+7xmsstyGbyRbiAgtn79zqwU/4YFFnNMlUYU/6UWg=,68,4,FALSE,15,10,3,118217,34,FALSE,0,1,easy,junior,0
2019-06-09 09:30:00+00:00,RNC8gm1w95VtH4y9jt+9zrNu7np+Af5JAE0c0A6EFFw=,hv7kHCAIdj7thZUmlqz553leG5bFNYgzXmLfB5m4Xvw=,/XUqLE+SQfwj2xoXheOHf7baI7iP/TqGGPtu4IUSGk4=,12,1,TRUE,11,1,0,184943,25,FALSE,0,1,easy,elementary,1
2019-06-02 22:00:00+00:00,MmnamsQnM/uFBZD3Z1QTZgxevB5YbWiwbNnnnm/iOyM=,OjIombrPy9hCBI5SbBeZHRWfcXoVRZAN8p6p28nQDfQ=,Z3Db3oJl+g/Hhs74FCHChNLitrPxNtePzZvn8+Ba2jg=,1,1,TRUE,29,1,0,191926,21,FALSE,0,0,easy,junior,0
2019-05-06 14:15:00+00:00,ufT6pUYfHH4ll9VZrtyhXLu8MMznXXYOEmdC5/djre4=,CzDZ1MLXzGdIvkP/kEE92OzFgbVyBwoUvtEx8YXAzUQ=,mBShLteIVzQYz/ltitWNn+3MSkQN6x5rDRum5pD/Guk=,10,1,TRUE,7,1,0,156823,8,FALSE,0,0,easy,elementary,1
2019-05-01 12:00:00+00:00,VznqVTXx8O1mcUqVp4itRccalbCxoHzQl5aAUzJRjag=,5KQ7wVusODIGXeR77YTjuxxWFJmiYmgbaEGhEYj+nLA=,aUfyJRO77X/0eK3Zrp/bfHpePLUEn0Q7LqMcti5b5Lo=,6,1,TRUE,77,1,0,706404,43,FALSE,0,1,easy,elementary,0
2019-05-08 10:45:00+00:00,4QbyFhctd22jBzENNqC4TOoFvk5sU1LWgShuWXBUzUs=,3Bb76ZUap0HQIBirEbaOpc3O9okCVcv5TcNx+GfSCzk=,SVu2E9donRqVIXhFTQW86D/Ck+4cwFCSfqgNE2FYnpk=,66,3,TRUE,2,1,0,53520,7,FALSE,0,2,normal,elementary,1
2019-06-11 19:15:00+00:00,R8rPNQhENwQ2wMt0ZxBe7NcI/V+Ybm+4OGN/hbpJw28=,rQO212wsw18sbrh/TvMPK6d7BsxqTet330Yxso5NhKk=,ZZjUWIQCFmnxGqWcH9bS09pGpZwor0Bfc4myuqmd3/E=,6,1,FALSE,61,3,0,92943,10,FALSE,0,3,easy,elementary,0
2019-06-11 01:00:00+00:00,HPPd68yMiRKac/KMle5NUMZ9+liSHiwevk/KV0ZDG+I=,KTHoYjN6XAYd5rCzRQ/xn3o7OozbvxdwUeiVYFSJPGM=,uEwrW4Rzz2Q0tB55FIgVlICWtwE1wJo2yet1WMeZCXU=,6,1,FALSE,117,8,2,182281,24,FALSE,0,0,easy,junior,0
2019-06-10 19:45:00+00:00,Ro19/Fe746P0+c236ru7OB3WedLRLMCzqVl4h3jq674=,FJV9jFDQLQAIAZoc7YboSSkQOkS3dNtCQAVDL874AKM=,toWv0WXnND9lSp1g4yPAo+ViuVcaksmgfSCVJw2KuIg=,23,2,TRUE,40,1,0,478555,51,FALSE,0,2,easy,elementary,0
2019-06-02 21:30:00+00:00,nGIu4UNLLnzkaUjJl4fS+JPhtEhTzzaUTAoOZlkDMYo=,fE04LEEwnBo+HjQx10Ikc5iW8dGBbjfZuxqEt31yeaA=,rXalcnrSi9PzGpCxUd4G/vdPeCMPRGITDx0MHJD6iWQ=,20,2,FALSE,234,10,2,139052,16,FALSE,0,0,normal,junior,0
2019-05-17 16:45:00+00:00,qPF4ynN3kNUx5Xq8vu8gpWlK6vqdIQc6lukyLz4kfCA=,/fQsOaxbPuYyM7ZO/JBLBRA6HJyOHY8zUN9oLVT5vYM=,KZi1S+6AAzOB/Iqlwnwal1KJkulKpvWcKZZz9Kxs2/Y=,5,1,TRUE,19,1,0,220685,22,FALSE,0,2,easy,elementary,1
2019-06-03 11:15:00+00:00,KUcihgMU3hL3Y7taTqKq5auuwYd9fAFP+rJSOJ9QYp8=,FR4KFXSJBwuu1LqaZRVJs+gv6d7T8mqibchrQhNvAKc=,HwnUNEu0qyjFrZ3AryhxxfMHGr5NMK/axEJqTKstUng=,26,2,FALSE,16,2,0,181727,18,FALSE,0,1,easy,junior,0
2019-06-11 12:00:00+00:00,aNolKiEGC2eCaQc2KYMZkFBiqc2cHsryZ0a+Nw28m6g=,ierVgp9Aw3orfAmQMe77mB+wYdaV6fK6Vy3vmvs6Ods=,Y42Fb4SK0wcdyG1giKimM/VQF0wirc/dcaiwjQlgpSY=,3,1,FALSE,50,3,0,15300,1,FALSE,0,1,normal,elementary,1
2019-05-08 11:15:00+00:00,PuWv8/Dc7tzOMB/OQxetHTDha93zqCeDC8aHMOI0wMc=,Q6oyQv4evP1EzfiPfaiyLQUS1mHQgoz+d7J7zk+zxbs=,U3hIXXOmm4mXxul3l/aZWKtLX5ldnOWJ/OzaNzEF7ys=,24,2,TRUE,7,1,0,45689,21,FALSE,0,2,normal,junior,1
2019-06-06 16:15:00+00:00,rB2HbRR/TAUzfo3b/DC8lx1QjVMuBHHzB9tpHnmbYUA=,vj2oAek5lK+ewqbR0hgGrkyAZpWXIxl9Qt3HpVZVBK8=,pa61aYa/dxE/uM4XfVoZgn8/ko1ingpYPVESD6abs7o=,11,1,FALSE,103,5,2,60180,6,FALSE,0,1,normal,elementary,0
2019-06-02 17:00:00+00:00,44cLxqE00TN1SECVtxb08Zj1EWvR0Fxd5/nuQjGG/bE=,Ii5Cz6tdyODxCCa3TBksmL6H1pZRzQQ8oFfvyTRO+pA=,0SIofspDS7o4JlrVUUsGkCEkV5dbllGXW/bA5Mb3fek=,3,1,FALSE,9,5,2,162872,27,FALSE,0,1,normal,elementary,0
2019-06-11 16:45:00+00:00,KOEkI7nvyuqgT6o4++Iu0BRgq4bo1stMY2JM+qb6Wxo=,Jl92cIZYcCutl8sqyj2VP8UbUigvqBoHBO/R38DK1DU=,Godvc2lXruOtuNSyH8h7Ne036Lj3BXgMg6l+dUjiZQg=,9,1,TRUE,19,1,0,257750,45,FALSE,0,2,hard,elementary,1
2019-06-07 14:30:00+00:00,/vNM5qIMvzA7XrniiVdG8Q/Iq9rwdqAxJnzcK9GcwFw=,afFEQbum8M2N2a175IzVSs8+P894DSA/3Y10COWsVeA=,AQhM/B4jFOf2lm1T7vfenhOHTH5BICN/g7deaJOulVw=,20,2,FALSE,124,2,0,716037,96,FALSE,0,1,normal,junior,0
2019-06-06 16:30:00+00:00,s+xkvUmMb7AzeW2h9eI+cYODVhkZheuXVsnBl1uVWUc=,K+/l1QecCKo4z/PiXGWgLmP5q07XSMDUh34+HKmEltE=,ha4VH0DuwbXoqH7pzkXRjTm/FW0i48NmhQOs9ez/e88=,4,1,FALSE,15,2,0,60073,21,FALSE,0,2,hard,elementary,1
2019-06-10 10:15:00+00:00,EhshBwcUZFMGzkn3QZ8y0oNGsQn6JsAsbKGK/KcK3a8=,TOdFpZ3Xqdh28DnIte6gehxDLIIUkzWMwfqed8sEJwE=,c0PLyIOiVkVzca+9WvO8gawTq8YWcMq8AMBeKPkYqTM=,9,1,TRUE,13,1,0,215040,21,FALSE,0,2,normal,elementary,1
2019-05-25 18:00:00+00:00,8MveW2vF3OqLz30u0a1kjnSYsCAQb+URCAzSvP0h500=,R9Uc/YSWli57zmUYbFm1LrpLpQSpiV8XlzGUDkoUIn8=,OxEahGa5CaHWgLIMbHQfPtC6oyhVAhjq83NCvP3RDNM=,5,1,TRUE,10,1,0,92161,13,FALSE,0,1,normal,elementary,1
2019-05-04 18:30:00+00:00,sAWxtM6fgTMFGnZ+gRex0UpD5rncOAwRVs0SauTWzfU=,TOdFpZ3Xqdh28DnIte6gehxDLIIUkzWMwfqed8sEJwE=,Nl0MMm8cYz3a8CmgapbinLr1lAewqhN5xrRxNhC3rsw=,24,2,TRUE,26,1,0,376755,25,FALSE,0,1,normal,elementary,0
2019-06-06 10:30:00+00:00,TkPUktIIC71w2nVEd3mFNBOg/uMHyLuITlZHnVkEIMY=,fS8PvECka4NC8sJQey0IIfKeZ2dwZQsrj2/lhKun3tE=,R3hF3C2oCwAG3CtQ3EuU32xA6rRPHN+mKCh9/mW23TY=,3,1,FALSE,18,2,2,1343858,52,FALSE,0,1,easy,elementary,0
2019-05-21 14:30:00+00:00,T5TpV+JZDxeqjtsvTN7SSY5K9ae3Vm1fH2kBu9DRlD8=,I/598ZmMIMeI5NdTNKVBHbbhAMhZA3QRabeZhQ/ddL8=,AUS2kNI++1nwIB03Qzh3BjQSn0kHbeIpoC+/iaZl30Y=,14,1,TRUE,8,1,0,96250,9,FALSE,0,1,easy,elementary,1
2019-06-07 22:30:00+00:00,te1vzo7mmy0qx1Yls8lHb0L03E1YiMzJciUF2CRoRQI=,EiOn32wcldy/0j20uRGp8a2BWA9tBLVZiul1Z67Shxk=,0RJ3fZKkoRK//olBM0VJ5ykLjuNjjRGbCq6Y8TEm9FM=,14,1,FALSE,35,2,3,176827,31,FALSE,0,1,normal,junior,0
2019-05-14 16:30:00+00:00,hiWs697xdf5b+GVm29DWB8CzmgyIpiwS/u/kcnX6dks=,lQnOj9Px/nPNqlSWfF0N5CkTn+EMnwvOowom5ryaouI=,ymWo2+VQOfT/Q6mxu1EbL5EoWUrr3PQJiay7d86DRLo=,4,1,TRUE,73,1,0,329265,81,FALSE,0,0,easy,elementary,0
2019-05-16 21:00:00+00:00,OayDyATvmDx8LpW/IYIL4x7LkHUZ3M/PYAZquz72iEQ=,LX5JBmC+vdiEQxmg1hxbBfGAanwh78vK0LYfaoDJMTM=,KrYYsiyVhQC9Jc4vsVO6oUsW2nDL9SSpemgp0+1KXdU=,3,1,TRUE,10,1,0,1418472,65,FALSE,0,1,easy,elementary,1
2019-05-19 14:30:00+00:00,WoJpNJWi6Wc0ejuf312JXVyAyxRgshya7tklb3qLGvU=,lJJFjKGiHUDF22MOGnPT/xBTwl4UiGfkYJkNbbJ3VHk=,diHAmvR2n5bk2QGIi/2RBDnS3OPRlHQ5zBFpIMeDfe4=,2,1,TRUE,30,1,0,1575,0,FALSE,0,0,easy,elementary,0
2019-05-28 16:45:00+00:00,HE4aOaWYpg/Qok0hohBq1Wx6b2LjbkLVNBh3sCzSNqI=,TH+9EqnFdeRqXgd+9frMdewrp3rP654euGJZm++hRT4=,C3EqHCNO1jEJp7dna9Cq+DgTPz+i/bMeUfd1gOIj2R0=,12,1,TRUE,7,1,0,218740,87,FALSE,0,1,normal,junior,1
2019-06-02 16:30:00+00:00,yTMDuXJvf+4DawCCWonynvM5muY6eRZcdUgux2o8CJk=,cvrpe2HqRWypDZTWd3ry5QCy4XdRg67y3MIeZlRYaes=,V6YA94MrAyMGxLmfol62ZmDgaNt9fbQtlD8OCPfYmB8=,6,1,FALSE,30,2,2,73164,7,FALSE,0,0,normal,elementary,0
2019-05-13 04:30:00+00:00,1AIm0XWNR6XVo9LbZPwCYsFE2C3dV2/453jb/3m43zQ=,WIVV2NtKYatcEnMpVQbIYkGSMd8Q9Xt74y5a+V5bXs0=,1WPHK9an9WFd/sDkJWwP2kPN0wajmXYXsx4tUeVUA+E=,3,1,TRUE,9,1,0,111251,5,FALSE,0,0,easy,junior,1
2019-06-01 13:45:00+00:00,ue7zkAhMwaXzHWKZGA+zFLjJBxNw1hyYPpjLVU/bvyQ=,AcYYIf9FvFbcJSukoI+g8dbbVnGONCM2tSNWDBZPEVg=,uxKCCUi1f2jSuY2b6ivHbO3LCjK3WJxI3gZwZe987es=,1,1,FALSE,22,4,1,235761,14,FALSE,0,0,easy,elementary,0
2019-06-11 22:15:00+00:00,Xf5RMo/ANX9H+LevD4UquPoVyMZHbMfT+eR2rfL1dsc=,Gac0tsJ6sYFX0zK9L6kkirwp3tvIjB7XfBt/4n74c60=,L6i0apmXrH0sDOZszNmvcmCD5OoLp9ElasQeNNHWXB8=,11,1,FALSE,35,9,3,214160,100,FALSE,0,0,easy,junior,0
2019-06-06 16:15:00+00:00,VDaMLB+xX+GAaKjw5wdbIfhDKe4G1sanJOLkpaRVlPk=,7TnOWfQ9G1fHRFFRHP2UNZ3SdWfN5I40rfh/K1ZepWc=,/Xc8/ksz+GFl85ypEnVKV730grP3/28NU2gyPSGW0NQ=,4,1,FALSE,29,9,1,375889,70,FALSE,0,4,normal,elementary,0
2019-05-17 18:30:00+00:00,2BHK+dhMRFvDrqgyVdvnSu0WNx6Ln7JINde0q5fiHQc=,FR4KFXSJBwuu1LqaZRVJs+gv6d7T8mqibchrQhNvAKc=,WRDf3U/XwA3aXOHp+Cd+ahZegvEoov97vtZQo5YwFbw=,37,2,TRUE,16,1,0,19959,7,FALSE,0,0,easy,junior,1
2019-06-04 16:30:00+00:00,kSpo1Wa0GunQRpIvKsBTQz11YIT9gKhXMtowckmW8VM=,vbfF+FocMgYeYyHLA80N4d9gMts+9/pmqj80PmM6wFk=,EXJqXEMDsxRkAgWPk4LYSVQISEYubV8TUjSTfqACvi8=,12,1,FALSE,15,4,1,140930,115,FALSE,0,2,easy,junior,0
2019-06-01 09:45:00+00:00,TsZ4+6bQv7YPXKflyew3AhDf+uocO11nkB1Dtr++Njo=,w3a6Wk12CqIrUktZei2Z0W3Rf8xdgEdjIW9QX0MWIf8=,ybfg9AXP3ifWJ4WAyZroe/uToahgz3S1Xdg/HIeUDMA=,4,1,TRUE,7,1,0,232356,19,FALSE,0,2,easy,elementary,1
2019-05-24 17:30:00+00:00,s8E/YgHoIxus+P0xXh3X301RTk7WTpF0wuY6x/YolzE=,5dlKZnVky02kPrQ3HjXsJq0FAO4nImf7Q/v6t5xOoq8=,3msBB1vmzXoM0/Ovvyy1o0lDD9EJmHrRWaQaJv6nxiY=,5,1,TRUE,69,1,0,278574,17,TRUE,1,1,normal,elementary,0
2019-06-04 20:45:00+00:00,IzxHi4lc1ggCTw8G500IRS0H98BHt7Vxl5/gUCaAdpk=,voXzLrgpNaTssnERUsWHe8i5qAk+0Mev4EacAigUwIk=,l9SaOl9Lb3WvmDaJ/T2jfFr+tE8IGfeqYXga17hXYs0=,2,1,TRUE,29,1,0,16185,2,FALSE,0,1,normal,junior,0
2019-05-03 13:30:00+00:00,ANZHg3sOp3/QOshhFK0/LO08vq7KNWjqWFl3WDeF3Jo=,C2AT0OBTUn+PRxEVd39enhW/DJtka1Tk90DUAR6yVdA=,rQpgZrIp7DIrdPO3wC6PEZf6xNzNE91UF/MQqL9f2UI=,13,1,TRUE,28,1,0,199662,34,FALSE,0,1,easy,elementary,0
2019-06-03 10:15:00+00:00,uJAGZms6dA7jOO8M0AfbjmXhpuBIwnsDQ0UIPLXXAes=,dp0m1kS6Bygoksx9S/gkBqTcWPoglbf1HT3Ma3U3N8U=,OoAA/mKKPSQSqBL5z5YqSQmNBBzZQvnYkXLM+7giltU=,3,1,FALSE,10,2,0,41950,5,FALSE,0,1,easy,elementary,0
2019-06-10 16:45:00+00:00,HV/DYOcE2RKqxx/QLsWJUuNus20+U4ZpI6TZ/j3LUhY=,LrwnPq9m+L8jrO/2MgLsR7Yno06Qevd9IkZhsoY7DfY=,Iq8N1qBtZCxNG+g5je0GKOvmlNAov1l4zpA19niTyVQ=,36,2,FALSE,7,6,2,36166,32,FALSE,0,1,easy,junior,0
2019-06-11 16:45:00+00:00,UmcesMdh/tIe51u3PlZzvcGgLdueaZnt7LN1+1/l3zg=,ViIxd7sl/Dp2C0nC24swu3Cm5o8UkaEMgyMuUp7pq0g=,9M594py0O9z8KadieMX+5FTUPEwEWJ2gmLAPuXYQFdY=,4,1,FALSE,54,6,2,15455,2,FALSE,0,1,easy,elementary,0
2019-06-10 13:30:00+00:00,TJGoI6LC2WMnP5b/XB1ZmY5zvcU6JQBKpkEoDoV+dXQ=,TwyqyV1uJYlDAX8wX/PtTCVZEBo/APIVfTzzleGkNCQ=,qylsLbPZkPeJrmAMtNUNnx0pGAx9UE4UQqcj6Iit9/I=,12,1,FALSE,26,1,2,67215,12,FALSE,0,0,easy,elementary,0
2019-05-08 21:15:00+00:00,R4DtoXDUufibpxdSkTZIy3jIWebNhPZS5llQY+QHMbs=,GIVcQl5Ns4y4M7bPjsFFJ8jr99ZIxBwMp3iV5FwbEaY=,0LWszNcUP02XAawT/kcoa8adKofxDTxwzbKMQjASzBE=,10,1,TRUE,13,1,0,443065,36,FALSE,0,2,easy,elementary,1
2019-06-09 11:00:00+00:00,yrXxmxz+hjPCErgOFb9M/IrR9cM0d1StxcqPXFnXtqk=,Av3E5D+JWfyHjDr2vSsiW200MsgBmim5sLZc4UBQM/0=,FzrvF69uDprlIDua+yfaGVfjeE6COszewP22MNYBhoY=,11,1,FALSE,8,3,0,567064,120,FALSE,0,1,normal,junior,0
